wavelengths	intensities
313.98404	2175.26
314.00339	2119.73
314.02271	2136.3
314.04205	2297.41
314.06137	2176.49
314.08072	2334.97
314.10004	2733.34
314.11938	2590.63
314.1387	2506.69
314.15805	2477.1
314.1774	2403.46
314.19672	2283.17
314.21606	2433.97
314.23541	2710.36
314.25476	3060.59
314.27411	3198.97
314.29346	3181.16
314.31281	3289.84
314.33215	3481.05
314.3515	3713.25
314.37085	3639.5
314.3902	3242.98
314.40955	3127.52
314.42889	3497.63
314.44827	3671.94
314.46762	3630.57
314.48697	3640.64
314.50632	3482.86
314.5257	3555.46
314.54504	3424.05
314.56442	3552.74
314.58377	3737.5
314.60315	3890.92
314.6225	3573.4
314.64188	3395.8
314.66125	3597.82
314.6806	3492.24
314.69998	3668.29
314.71936	4031.95
314.73874	4255.78
314.75812	4387.83
314.77747	4758.45
314.79684	4866.74
314.81622	4744.2
314.8356	4274.91
314.85498	4264.07
314.87436	3979.93
314.89377	3819.22
314.91315	4252.3
314.93253	4594.55
314.9519	4950.45
314.97128	5172.67
314.99069	5094.97
315.01007	4976.65
315.02945	5052.11
315.04886	5555.3
315.06824	5238.25
315.08765	5054.28
315.10703	5033.61
315.12643	4971.63
315.14584	5198.9
315.16522	6981.94
315.18463	7580.74
315.20404	7275.58
315.22342	6815.44
315.24283	7396.66
315.26224	8811.86
315.28165	9797.24
315.30106	9451.1
315.32047	10397.8
315.33987	9916.42
315.35928	11212.8
315.37869	11805.8
315.3981	12529
315.41751	14038.9
315.43692	16346.6
315.45636	17569.6
315.47577	18416.3
315.49518	19829.8
315.51462	22344.4
315.53403	25178.3
315.55344	25914
315.57288	27799.3
315.59229	32167.6
315.61172	37855.1
315.63113	45316.4
315.65057	58344.6
315.67001	70291.1
315.68942	82857.8
315.70886	103089
315.7283	123085
315.74774	155243
315.76718	179646
315.78659	202636
315.80603	209840
315.82547	205175
315.84491	184406
315.86435	150180
315.88379	123440
315.90323	100188
315.9227	81894.5
315.94214	71410.5
315.96158	62598.7
315.98102	55935.2
316.00049	49367.1
316.01993	43625.4
316.03937	40281.9
316.05884	36578.9
316.07828	32559
316.09775	28560.6
316.11719	25285.9
316.13666	23675.6
316.1561	22126.6
316.17557	19248.4
316.19504	17609.9
316.21451	16452.3
316.23395	14811.2
316.25342	13011.6
316.27289	12333.6
316.29236	11900.3
316.31183	11453.3
316.3313	11273.9
316.35077	11927.1
316.37024	12001
316.38971	11306.3
316.40918	9801.13
316.42865	8884.1
316.44812	8956.95
316.46762	8879.88
316.48709	8678.35
316.50656	8483.66
316.52603	8704.35
316.54553	8999.25
316.565	8412.15
316.5845	8110.21
316.60397	8400.04
316.62347	8004.57
316.64294	8083.44
316.66245	9038.99
316.68195	9495.68
316.70142	8896.81
316.72092	8328.51
316.74042	8367.94
316.75992	8681.74
316.77939	8886.56
316.79889	8140.1
316.81839	7048.47
316.83789	6778.41
316.85739	6554.98
316.87689	6425.7
316.89639	6778.66
316.91589	7603.48
316.93542	8370.87
316.95493	8394.91
316.97443	7732.42
316.99393	7284.31
317.01346	7731.11
317.03296	8261.31
317.05246	8587.29
317.07199	4897.41
317.09149	4755.68
317.11102	4944.6
317.13052	5317.51
317.15005	5838.13
317.16959	5987.27
317.18909	6014.08
317.20862	6145.15
317.22815	6173.68
317.24765	6768.56
317.26718	7171.84
317.28671	2045.68
317.30624	2493.75
317.32578	2723.37
317.34531	2884.8
317.36484	2943.27
317.38437	2739.62
317.4039	2931.55
317.42343	3212.86
317.44296	3653.38
317.46252	4165.63
317.48206	4698.12
317.50159	5124.41
317.52112	5059.71
317.54068	5229.91
317.56021	6196.97
317.57977	7100.24
317.5993	7784.92
317.61887	9550.78
317.6384	11677.5
317.65796	13569.3
317.67749	16053.6
317.69705	18473.5
317.71661	22044.9
317.73615	22973.7
317.75571	27015.3
317.77527	32943.2
317.79483	42038.9
317.81439	53478
317.83395	62077.7
317.85352	67294.7
317.87308	67503.6
317.89264	60820.1
317.9122	52816.3
317.93176	42549
317.95132	41271.1
317.97089	40935.5
317.99048	40483.7
318.01004	37649.9
318.0296	38886.3
318.04919	41476.5
318.06876	36874.8
318.08832	30355.3
318.10791	24726.3
318.12747	21345.1
318.14706	17602.3
318.16666	14352
318.18622	12784.2
318.20581	12562.7
318.2254	12496.9
318.24496	11641.1
318.26456	10515.4
318.28415	8921.2
318.30374	7986.72
318.32333	7684.88
318.34293	7509.1
318.36252	7074.54
318.38211	6444.41
318.4017	6237.82
318.4213	6198.77
318.44089	6007.17
318.46048	5661.79
318.48007	5281.49
318.49969	4933.84
318.51929	4966.07
318.53888	5048.18
318.5585	4734.58
318.57809	4894.22
318.59772	5131.79
318.61731	4576.56
318.63693	3952.76
318.65652	3601.11
318.67615	3597.97
318.69574	4284.63
318.71536	4450.58
318.73499	4596.72
318.75461	4082.22
318.7742	4129.9
318.79382	4144.03
318.81345	4099.19
318.83307	4353.61
318.85269	5193.71
318.87231	5141.72
318.89194	4369.84
318.91156	5050.13
318.93118	5355.44
318.95081	4789.82
318.97046	3671.94
318.99008	3961.74
319.0097	3974.21
319.02933	4310.43
319.04898	4181.5
319.0686	4408.75
319.08826	4509.97
319.10788	4760.83
319.12753	5082.17
319.14716	4763.31
319.16681	5066.58
319.18643	5568.43
319.20609	5341.96
319.22574	5851.45
319.24536	5960.73
319.26501	5569.64
319.28467	5341.77
319.30432	5155.19
319.32397	5097.63
319.34363	5507.69
319.36328	5569.27
319.38293	5364.72
319.40259	5647.93
319.42224	5395.83
319.44189	5251.28
319.46155	5315.75
319.4812	5264.04
319.50089	5088.47
319.52054	5044.36
319.54019	5249.18
319.55988	5499.27
319.57953	6195.18
319.59921	7396
319.61887	8235.46
319.63855	7735.45
319.6582	6681.5
319.67789	6729.68
319.69754	6651.8
319.71722	5919.17
319.73691	5580.37
319.75656	5257.29
319.77625	5959.51
319.79593	6607.7
319.81561	6369.28
319.8353	6350.93
319.85498	6508
319.87466	7124.66
319.89435	7746.84
319.91403	8065.48
319.93372	8412.46
319.9534	8371.3
319.97308	7375.91
319.9928	7649.03
320.01248	8778.22
320.03217	10096.7
320.05188	9453.2
320.07156	8872.46
320.09125	9231.24
320.11096	10130.7
320.13065	10820.7
320.15036	11340.9
320.17004	10172.5
320.18976	8906.54
320.20947	8666.88
320.22916	9865.42
320.24887	11256.4
320.26859	12033.6
320.2883	11742.5
320.30801	11440.5
320.3277	11210
320.34741	11720.6
320.36713	13111.5
320.38684	12398.2
320.40656	12770.4
320.4263	14142.7
320.44601	15282.5
320.46573	16011.7
320.48544	15674.5
320.50516	16335.6
320.5249	19474.8
320.54462	21543.8
320.56433	25399.6
320.58408	26543.4
320.60379	29938.9
320.62354	31599.1
320.64325	37522
320.66299	41095.7
320.68271	48219.2
320.70245	53134
320.7222	63940
320.74191	74469.3
320.76166	87397.3
320.7814	106708
320.80115	130520
320.82089	158963
320.84064	177100
320.86035	189820
320.8801	180652
320.89987	161575
320.91962	141226
320.93936	118218
320.95911	99737.2
320.97885	81886.8
320.9986	69291.1
321.01837	56434
321.03812	48562.7
321.05786	42277.2
321.07764	38283.9
321.09738	35810.2
321.11713	33365.1
321.1369	31277.5
321.15668	27577.2
321.17642	23504.5
321.1962	21623.1
321.21594	19104
321.23572	17098.4
321.25549	16962.2
321.27527	15510.5
321.29501	15069.7
321.31479	15250.8
321.33456	14632.4
321.35434	14156.1
321.37411	13156.3
321.39389	13330.7
321.41367	13357.5
321.43344	13163.2
321.45322	12950.6
321.47302	11529.7
321.4928	11018.4
321.51257	10841.6
321.53235	11484.5
321.55215	11541.4
321.57193	10766.9
321.59174	10709.4
321.61151	10473.8
321.63129	9804.91
321.65109	9267.06
321.6709	8859.17
321.69067	9143.3
321.71048	9230.83
321.73029	9082.67
321.75006	8694.1
321.76987	8883.53
321.78967	8846.66
321.80948	9855.23
321.82928	9509.35
321.84906	8537.7
321.86887	7975.62
321.88867	8319.57
321.90848	8836.13
321.92831	8341.25
321.94812	7819.97
321.96793	7740
321.98773	7500.48
322.00754	8162.98
322.02737	8663.79
322.04718	8383.27
322.06699	8824.44
322.08682	9646.56
322.10663	9599.54
322.12646	10035.1
322.14627	5603.28
322.16611	5593.24
322.18591	5410.05
322.20575	5189.38
322.22559	5507.18
322.24539	6017.31
322.26523	6228.52
322.28506	6078.69
322.3049	6331.33
322.32474	6311.21
322.34454	6517.4
322.36438	2047.93
322.38422	2100.06
322.40405	2225.54
322.42392	2276.49
322.44376	2603.65
322.46359	2986.34
322.48343	3373.03
322.50327	4103.28
322.5231	4433.74
322.54297	4542.2
322.56281	4223.3
322.58267	3693.77
322.60251	3688.47
322.62234	4135.17
322.64221	4751.07
322.66205	5476.46
322.68192	5850.75
322.70178	5883.04
322.72162	6285.58
322.74149	6980.34
322.76135	7392.95
322.78122	7867.96
322.80106	9132.24
322.82092	10903.3
322.84079	13455.3
322.86066	16291.3
322.88052	18309.2
322.90039	23471.7
322.92026	27926.5
322.94012	32956.8
322.95999	38337.7
322.97989	45159.9
322.99976	52325.3
323.01962	56311.4
323.03949	55538.7
323.05939	48433.4
323.07925	42173.1
323.09915	39155
323.11902	36345.3
323.13892	31805.4
323.15878	30464.3
323.17868	30645.4
323.19855	32367.4
323.21844	31322.8
323.23834	28089.2
323.25821	25830.3
323.27811	23259.2
323.298	20323.2
323.3179	17039.7
323.3378	14044.6
323.3577	12287.1
323.37759	11176.7
323.39749	10096.4
323.41739	9530.31
323.43729	9294.23
323.45718	9042.02
323.47708	8944.79
323.49698	8573.15
323.51691	7794.56
323.5368	7110.76
323.5567	6726.16
323.57663	6560.71
323.59653	6503.92
323.61642	6379.15
323.63635	6056.27
323.65628	5772.46
323.67618	5641.88
323.69611	5313.39
323.716	4941.98
323.73593	4815.34
323.75586	4434.24
323.77579	3665.5
323.79568	3388.54
323.81561	3527.06
323.83554	3780.21
323.85547	3352.56
323.8754	3090.03
323.89532	3388.03
323.91525	4046.15
323.93518	4493.14
323.95511	4348.98
323.97504	3486.49
323.995	3137.2
324.01492	3469.65
324.03485	3323.13
324.05481	3041.62
324.07474	2906.41
324.09467	2790.94
324.11462	3753.86
324.13455	4267.81
324.15451	4278.14
324.17444	3582.13
324.1944	3519.36
324.21436	3710.38
324.23428	3840.55
324.25424	3612.35
324.2742	3390.02
324.29416	3346.83
324.31412	3264.38
324.33405	3683.89
324.354	3333.06
324.37396	3261.1
324.39392	3220.05
324.41388	3386.1
324.43384	3666.69
324.45383	3448.39
324.47379	3611.11
324.49374	3944.44
324.5137	4120.32
324.53369	3907.71
324.55365	3752.43
324.57361	3610.77
324.5936	3847.97
324.61356	4299.49
324.63354	4305.35
324.6535	4006.84
324.67349	3920.4
324.69345	4185.41
324.71344	4254.86
324.73343	4100.98
324.75339	4135.84
324.77338	4410.04
324.79337	4768.14
324.81335	4609.22
324.83334	4418.04
324.85333	4687.51
324.87332	4795.42
324.89331	4696.27
324.9133	4523.85
324.93329	4412.43
324.95328	4167.95
324.97327	3899.33
324.99326	3926.51
325.01324	3996.1
325.03326	4276.38
325.05325	4473.34
325.07324	4775.77
325.09326	5008.9
325.11325	4934.36
325.13327	4859.46
325.15326	4631.17
325.17328	4922.43
325.19327	5446.38
325.21329	5477.85
325.23331	5535.34
325.25333	5528.63
325.27332	5492.88
325.29333	5111.42
325.31335	4678.56
325.33337	4481.56
325.35339	5077.45
325.37341	5101.52
325.39343	4999.02
325.41345	4896.48
325.43347	4948.84
325.45349	5482.4
325.47351	6411.37
325.49353	6907.34
325.51358	5883.39
325.5336	5620.97
325.55362	5256.66
325.57367	5166.39
325.59369	5059.44
325.61374	5938.04
325.63376	5829.79
325.65381	6061.89
325.67383	6123.94
325.69388	6500.37
325.7139	6651.04
325.73395	7124.81
325.754	7381.81
325.77405	7901.05
325.79407	8150.83
325.81412	8843.54
325.83417	8486.84
325.85422	9536.15
325.87427	10232.7
325.89432	10911.5
325.91437	10539.8
325.93442	11712.5
325.95447	11748.8
325.97455	12490.1
325.9946	12152.5
326.01465	11041.9
326.0347	10770.9
326.05478	12283.3
326.07483	13008
326.09488	11839.8
326.11496	11494.2
326.13501	11242.3
326.15509	10975.1
326.17517	11180.9
326.19522	11583.2
326.2153	10693.5
326.23538	10531.9
326.25543	10903.5
326.27551	9863.09
326.29559	8908.59
326.31567	8373.41
326.33575	7409.06
326.35583	7771.16
326.37592	8356.15
326.396	8174.71
326.41608	7851.15
326.43616	8580.53
326.45624	8111.98
326.47632	7394.02
326.4964	6541.49
326.51651	6660.34
326.53659	6551.39
326.55667	5990.52
326.57678	6340.51
326.59686	5704.98
326.61694	5584.88
326.63705	5153.73
326.65714	5497.35
326.67725	5721.21
326.69736	5404.25
326.71744	4995.62
326.73755	4944.95
326.75766	4856.75
326.77777	4945.29
326.79785	5107.89
326.81796	5142.65
326.83807	4944.67
326.85818	5082.86
326.8783	5235.28
326.89841	5389.64
326.91852	5287.71
326.93863	4743.19
326.95877	5239.42
326.97888	5616.79
326.99899	5469.38
327.0191	4814.21
327.03925	4652.4
327.05936	5013.85
327.07947	5377.74
327.09961	4722.17
327.11972	4558.9
327.13986	4559.55
327.15997	4693.33
327.18011	5022.96
327.20023	5084.1
327.22037	4762.69
327.24051	4833.09
327.26065	5056.67
327.28076	4778.59
327.3009	4682.59
327.32104	4593.87
327.34119	4909.33
327.36133	4862.9
327.38147	2681.26
327.40161	2747.8
327.42175	3037.5
327.44189	3030.52
327.46204	3015.72
327.48221	2934.61
327.50235	2851.54
327.52249	3137.73
327.54263	3113.03
327.56281	3054.03
327.58295	3050.03
327.60312	1247.34
327.62326	1380.87
327.64343	1509.8
327.66357	1461.42
327.68375	1478.47
327.70389	1654.64
327.72406	1636.66
327.74423	1744.43
327.7644	1849.75
327.78455	1709.69
327.80472	1736.44
327.82489	1764.88
327.84506	1821.9
327.86523	1991.49
327.88541	1973.76
327.90558	2005.68
327.92575	2062.66
327.94592	2207.54
327.96613	2274.18
327.9863	2356.89
328.00647	2564.84
328.02664	2808.21
328.04684	2706.79
328.06702	2777.58
328.08719	2734.23
328.10739	3046.42
328.12756	3095.45
328.14777	3325.24
328.16794	3218.57
328.18814	3400.38
328.20834	3306.12
328.22852	3654.3
328.24872	3350.42
328.26892	3786.62
328.28912	4385.19
328.30933	4694.64
328.32953	4350.09
328.34973	4714.32
328.36993	4344.67
328.39014	4361.83
328.41034	4352.12
328.43054	4218.5
328.45074	4515.47
328.47095	4420.08
328.49115	3781.81
328.51138	3576.34
328.53159	3837.67
328.55179	4037.27
328.57202	4037.34
328.59222	4057.78
328.61243	3793.02
328.63266	3448.64
328.65289	3604.55
328.6731	3865.62
328.69333	3539.08
328.71353	3302.68
328.73376	3625.78
328.754	3534.25
328.77423	3085.8
328.79446	3028.81
328.81467	3002.58
328.8349	2947.21
328.85513	2783.45
328.87537	2643.86
328.8956	2933.75
328.91583	2777.92
328.9361	3105.87
328.95633	3395.12
328.97656	3490.34
328.9968	2871.5
329.01703	2754.07
329.03729	2531.18
329.05753	2537.21
329.07779	2647.07
329.09802	2205.04
329.11826	2265.95
329.13852	2316.24
329.15878	2348.88
329.17902	2031.91
329.19928	2116.44
329.21954	1995.48
329.23978	2234.43
329.26004	1836.53
329.2803	2041.47
329.30057	2000.19
329.32083	2025.4
329.34109	2289.01
329.36136	2170.43
329.38162	2027.56
329.40189	1868.41
329.42215	2042.42
329.44241	2052.81
329.46268	2001.71
329.48294	2326.62
329.50323	2393.5
329.5235	2547.28
329.54376	2549.23
329.56406	2072.56
329.58432	2274.2
329.60458	2493.77
329.62488	2458.89
329.64517	2807.35
329.66544	3001.46
329.68573	2872.37
329.70599	2932.32
329.72629	2725.72
329.74658	2487.97
329.76688	2714.08
329.78717	2833.61
329.80743	2690.96
329.82773	2672.47
329.84802	2977.6
329.86832	3305.76
329.88861	3543.51
329.90891	3555.26
329.9292	3420.36
329.94952	3344.26
329.96982	3349.74
329.99011	3511.48
330.01041	4168.42
330.03073	4705.79
330.05103	4664.28
330.07132	4245.93
330.09164	3751.08
330.11194	3615.61
330.13226	3656.46
330.15259	3802.1
330.17288	3903.73
330.19321	3760.91
330.2135	3466.32
330.23383	3625.45
330.25415	4010.3
330.27448	3750.21
330.2948	3482.45
330.31512	3401.77
330.33542	3274.52
330.35574	3519.24
330.3761	3711.91
330.39642	3861.04
330.41675	3834.24
330.43707	3834.9
330.4574	3462.5
330.47772	3439.69
330.49805	3706.57
330.5184	4173.64
330.53873	4317.35
330.55908	3805.98
330.57941	3864.31
330.59973	4007.26
330.62009	3909.24
330.64044	4233.51
330.66077	4517.57
330.68112	4180.43
330.70145	3706.56
330.7218	4171.05
330.74216	3975.84
330.76251	3874.93
330.78287	4540.44
330.80319	4730.22
330.82355	4200.24
330.8439	3984.28
330.86426	3830.01
330.88461	4117.96
330.90497	3937.6
330.92535	4131.55
330.94571	4934.66
330.96606	4782.82
330.98642	4553.89
331.00677	5027.22
331.02716	5166.61
331.04752	5093.26
331.0679	4771.18
331.08826	4645.72
331.10864	5096.04
331.129	5096.84
331.14938	4933.67
331.16974	4597.56
331.19012	4291.69
331.21051	4603.16
331.23087	5143.47
331.25125	5615.31
331.27164	4887.3
331.29202	4685.71
331.31241	4724.62
331.33279	4661.54
331.35318	5062.79
331.37357	5423.92
331.39395	5598.88
331.41434	5015.18
331.43472	5334.9
331.45511	4997.33
331.47552	4959.6
331.49591	5064.59
331.5163	5600.38
331.53668	5503.29
331.5571	5970.32
331.57748	5470.74
331.5979	5167.72
331.61829	5460.33
331.6387	6292.7
331.65912	5427.32
331.6795	4814.07
331.69992	4885.14
331.72034	4761.02
331.74072	5255.25
331.76114	5289.82
331.78156	5079.98
331.80197	4665.95
331.82239	4403.42
331.8428	4220.71
331.86322	3923.93
331.88364	4081.89
331.90405	4350.23
331.92447	4543.6
331.94489	4397.53
331.96533	3921.19
331.98575	3690.42
332.00616	3642.78
332.02658	3939.24
332.04703	3880.01
332.06744	4489.27
332.08789	4118.97
332.10831	3842.89
332.12875	4032.52
332.14917	3716.97
332.16962	3873.95
332.19006	3772.43
332.21048	3670.94
332.23093	3831.13
332.25137	3526.05
332.27182	3407.24
332.29227	3779.17
332.31271	3620.88
332.33316	3649.66
332.35361	3558.35
332.37405	3393.35
332.3945	3525.45
332.41495	3427.65
332.43539	3235.57
332.45584	3444.24
332.47632	3381.27
332.49677	3573.37
332.51721	3691.61
332.53769	3596.22
332.55814	3513.39
332.57861	3984.45
332.59906	3844.36
332.61954	3973.79
332.63998	4567.25
332.66046	4663.43
332.68091	4546.92
332.70139	4180.17
332.72186	4309.65
332.74234	4439.74
332.76282	4816.1
332.78326	4384.35
332.80374	2398.61
332.82422	2440.77
332.8447	2225.56
332.86517	2153.43
332.88565	2294.14
332.90616	2151.73
332.92664	2101.44
332.94711	2106.75
332.96759	2404.76
332.98807	2558.2
333.00858	1198.45
333.02905	949.311
333.04956	741.493
333.07004	882.493
333.09055	816.936
333.11102	843.015
333.13153	920.398
333.15201	1223.35
333.17252	1063.77
333.19302	1400.66
333.2135	1215.01
333.23401	1189.07
333.25452	1530.64
333.27502	1714.96
333.29553	2004.88
333.31604	2167.84
333.33655	1960.76
333.35706	1426.66
333.37756	1379.46
333.39807	1407.46
333.41858	1523.24
333.43909	2190.38
333.45963	2226.26
333.48013	2182.92
333.50064	1854.71
333.52118	1953.97
333.54169	2115.5
333.56219	2423.02
333.58273	2251.77
333.60324	2093.94
333.62378	2153.73
333.64432	2163.76
333.66483	2115.59
333.68536	2026.85
333.7059	1731.87
333.72641	1853.11
333.74695	2049.24
333.76749	2036.37
333.78802	2241.93
333.80856	2171.91
333.8291	2091.39
333.84964	2176.94
333.87018	2146.27
333.89072	2219.63
333.91125	2156.08
333.93182	2141.16
333.95236	2249.94
333.9729	2568.06
333.99344	2894.46
334.01401	2925.63
334.03455	2815.83
334.05511	2717.2
334.07565	2546.05
334.09622	2436.14
334.11676	2387.01
334.13733	2629.77
334.15787	3030.46
334.17844	2611.63
334.19901	2469.33
334.21957	2653.56
334.24014	2238.82
334.26068	2474.99
334.28125	2311.15
334.30182	2308.13
334.32239	2290.72
334.34296	2617.11
334.36353	2437.47
334.38409	2386.77
334.40469	2458.64
334.42526	2489.05
334.44583	2104.05
334.4664	2079.7
334.487	2158.97
334.50757	2081.9
334.52814	2145.29
334.54874	2411.7
334.56931	2477.42
334.5899	2864.17
334.61047	3400.48
334.63107	3138.28
334.65167	2759.49
334.67224	2832.87
334.69284	3170.13
334.71344	3430.16
334.73404	3380.16
334.75464	3122.44
334.77521	3251.33
334.79581	3454.33
334.81641	3296.79
334.83701	3216.24
334.85764	3448.15
334.87823	3602.83
334.89883	3323.37
334.91943	2708.22
334.94003	2469.47
334.96063	2621.32
334.98126	2651.76
335.00186	2823.31
335.02249	2747.4
335.04309	2413.43
335.06369	2113.51
335.08432	2028.75
335.10495	2064.47
335.12555	2361.16
335.14618	2509.91
335.16681	2401.12
335.18741	2290.04
335.20804	2274.1
335.22867	2730.93
335.2493	2515.65
335.26993	2537.58
335.29056	2822.34
335.31119	2742.7
335.33182	3114.02
335.35245	2981.71
335.37308	2803.13
335.39371	2744.94
335.41434	2698.64
335.43497	2579.54
335.45563	2932.03
335.47626	3157.83
335.49689	3327.45
335.51755	3288.29
335.53818	3361.73
335.55884	3452.61
335.57947	3561.8
335.60013	3549.25
335.62076	3601.95
335.64142	3771.64
335.66208	3582.95
335.68274	4127.86
335.70337	4363.25
335.72403	4335.38
335.74469	4132.4
335.76535	4285.68
335.78601	4641.48
335.80667	4798.68
335.82733	5414.69
335.84799	5358.16
335.86865	5184.88
335.88931	5097.97
335.90997	4795.76
335.93066	5172.99
335.95132	5324.91
335.97198	5807.24
335.99268	6163.83
336.01334	6584.34
336.03403	6617.76
336.05469	6353.83
336.07538	5969.6
336.09604	6000.29
336.11673	5723.37
336.13739	6072.93
336.15808	6325.33
336.17877	6149.93
336.19946	5337.24
336.22012	5349.2
336.24081	4878.36
336.26151	4500.64
336.2822	4272.12
336.30289	4455.82
336.32358	4477.32
336.34427	4293.11
336.36496	4172.79
336.38568	4099.77
336.40637	4650.61
336.42706	5438.82
336.44775	4927.03
336.46848	4398.99
336.48917	4202.47
336.50986	3903.71
336.53058	3695.32
336.55127	3958.59
336.57199	4611.59
336.59271	5237.76
336.6134	5201.48
336.63412	4545.62
336.65485	4206.21
336.67554	4140.09
336.69626	4134.55
336.71698	4414.17
336.7377	4757.59
336.75842	4620.09
336.77914	4497.78
336.79987	4658.37
336.82059	4849.88
336.84131	4816.68
336.86203	4538.16
336.88275	4661.15
336.90347	4696.38
336.92422	4531.29
336.94495	4542.88
336.96567	4345.93
336.98642	4183.03
337.00714	4039.65
337.02789	4091.96
337.04861	4429.35
337.06937	4749.09
337.09009	4947.37
337.11084	5170.68
337.13156	5311.29
337.15231	4942.69
337.17307	4576.22
337.19382	4438.05
337.21457	4397.51
337.23529	4433.26
337.25604	4564.87
337.27679	4743.54
337.29755	4719.28
337.3183	4733.57
337.33908	5195.25
337.35983	5265.6
337.38058	5064.27
337.40134	4660.04
337.42209	4122.64
337.44287	3710.81
337.46362	3562.25
337.48438	3519.94
337.50516	3425.09
337.52591	3497.66
337.54669	3631.36
337.56744	3769.54
337.58823	3800.91
337.60901	3691.45
337.62976	3700.05
337.65054	3558.91
337.67133	3329.21
337.69211	3102.74
337.71289	3199.38
337.73364	3350.08
337.75443	3458.46
337.77521	3647.06
337.79599	3877.36
337.81677	3743.34
337.83759	3577.27
337.85837	3365.37
337.87915	3113.02
337.89993	3146.35
337.92072	3500.54
337.94153	3874.65
337.96231	4258.49
337.98309	4233.33
338.00391	4048.38
338.02469	3787.99
338.0455	4018.21
338.06631	4272.73
338.0871	3991.57
338.10791	3464.55
338.12869	3122.45
338.14951	3211.81
338.17032	3455.79
338.19113	3611.57
338.21194	3510.95
338.23276	3473.34
338.25357	3631.14
338.27438	3591.69
338.2952	3524.67
338.31601	3348.36
338.33682	3282.68
338.35764	3451.77
338.37845	3484.3
338.39926	2020.6
338.4201	2142.66
338.44092	2206.47
338.46173	2256.53
338.48257	2249.65
338.50339	2170.85
338.52423	2088.05
338.54504	2039.94
338.56589	2054.54
338.58673	2026.66
338.60754	895.808
338.62839	959.196
338.64923	894.836
338.67004	752.055
338.69089	760.354
338.71173	820.319
338.73257	911.722
338.75342	813.005
338.77426	955.505
338.7951	1105.98
338.81595	1144.31
338.83679	1206.74
338.85767	1385.06
338.87851	1227.79
338.89935	1110.77
338.9202	1163.37
338.94107	1196.42
338.96191	1004.37
338.98279	1074.54
339.00363	1122.45
339.02451	1011.98
339.04535	1156.68
339.06622	1156.14
339.08707	1215.64
339.10794	1513.12
339.12881	1424.27
339.14969	1444.23
339.17053	1270.02
339.19141	1322.18
339.21228	1207.65
339.23315	1230.88
339.25403	1438.34
339.2749	1496.79
339.29578	1471.15
339.31665	1507.8
339.33752	1417.2
339.35843	1217.05
339.3793	1290.44
339.40018	1431.83
339.42105	1395.42
339.44196	1456.1
339.46283	1572.12
339.48373	1520.12
339.50461	1343.51
339.52551	1228.08
339.54639	1272.03
339.56729	1335.54
339.5882	1368.21
339.60907	1424.58
339.62997	1592.62
339.65088	1566.63
339.67178	1459.78
339.69269	1555.7
339.71356	1864.63
339.73447	2202.2
339.75537	1881.53
339.77628	2053.05
339.79721	2530.5
339.81812	2684.27
339.83902	1890.48
339.85992	1748.99
339.88083	2187.66
339.90176	2537.64
339.92267	2356.53
339.94357	2099.46
339.96451	1855.93
339.98541	2108.07
340.00635	2013.35
340.02725	2622.5
340.04819	2361.26
340.06912	2367.94
340.09003	2060.19
340.11096	2015.33
340.1319	1699.93
340.15283	1789.32
340.17374	1573.96
340.19467	1862.49
340.21561	1900.35
340.23654	1997.95
340.25748	1948.19
340.27841	1976.01
340.29935	2105.43
340.32031	2289.39
340.34125	2013.85
340.36218	1912.84
340.38312	2115.53
340.40408	2432.43
340.42502	2800.98
340.44595	2908.26
340.46692	2748.17
340.48785	2816.07
340.50882	3044.83
340.52975	3028.06
340.55072	3023.3
340.57169	2947.88
340.59262	2999.85
340.61359	3351.51
340.63455	3331.38
340.65552	2810.68
340.67648	2542.1
340.69745	2879.25
340.71841	3400.14
340.73938	3420.63
340.76035	2929.65
340.78131	2707.13
340.80228	2661.7
340.82324	2526.86
340.84421	2621.86
340.8652	2675.31
340.88617	2976.88
340.90714	3110.25
340.92813	3239.62
340.9491	3261.93
340.97006	2803.64
340.99106	2674.72
341.01205	2652.31
341.03302	3057.91
341.05402	3232.81
341.07498	3257.59
341.09598	3544.12
341.11697	2877.04
341.13797	3005.55
341.15897	3009.63
341.17996	3228.49
341.20093	3135.6
341.22192	3077.26
341.24295	3115.92
341.26395	3115.59
341.28494	3389.8
341.30594	3528.14
341.32693	3164.58
341.34793	3010.8
341.36896	2933.57
341.38995	2618.99
341.41095	2947.2
341.43198	3153.31
341.45297	3749.78
341.474	3770.29
341.495	3627.67
341.51602	3687.42
341.53702	3469.28
341.55804	3938.84
341.57907	3801.23
341.6001	3838.67
341.62109	4167.97
341.64212	4580.85
341.66315	4891.17
341.68417	5447.75
341.7052	6429.62
341.72623	7410.56
341.74725	7570.11
341.76828	6610.31
341.78931	6554.81
341.81033	6297.15
341.83139	6164.93
341.85242	5924.35
341.87344	5768.85
341.8945	5836.14
341.91553	5728.26
341.93655	5588.43
341.95761	5184.94
341.97864	4578.86
341.99969	4570.34
342.02075	4209.81
342.04178	4233.3
342.06284	4624.92
342.08389	4638.57
342.10495	4357.61
342.12598	4765.45
342.14703	5222.07
342.16809	4785.72
342.18915	4500.99
342.21021	4094.94
342.23126	4194.45
342.25232	4273.18
342.27338	4366.09
342.29446	4412.74
342.31552	3785.65
342.33658	3481.36
342.35764	3467.53
342.37872	3602.6
342.39978	3562.72
