Wavelength (nm)	Intensity (normalized)
203.15233	0.00018675226263603517
203.16612	0.00033338648174622264
203.1799	0.0002841516837687449
203.1937	0.0004109336194339424
203.20747	0.00045861450194982603
203.22127	0.00012493074941964636
203.23506	0.0002640805009282956
203.24884	0.0003096548145705923
203.26263	1.9566227876973136e-05
203.27641	-5.015998573100237e-06
203.29021	1.4604102877310943e-05
203.304	3.3251493785689384e-06
203.31779	0.000139660516764721
203.33157	5.0600486983593354e-05
203.34537	-0.00015605364926911923
203.35916	-0.00010860382722622036
203.37296	0.00012654114633019217
203.38675	2.283620650050131e-05
203.40054	-5.820318728329635e-05
203.41434	-3.6661189677677394e-05
203.42813	-9.359989514448711e-05
203.44193	3.685617228733653e-05
203.45572	-0.00036117859758453977
203.46951	-0.0001655203725073169
203.48331	1.5983844684122766e-05
203.4971	-0.00018524293779203477
203.51089	-0.00011635273070239681
203.5247	-6.029908143327758e-06
203.5385	7.856650623052539e-05
203.55229	-3.9494720741123086e-05
203.56609	-9.16026408455462e-05
203.5799	-5.3192417973532096e-05
203.59369	-6.064391554266781e-05
203.60748	-0.00011970918809943977
203.62129	-5.283623352511803e-05
203.63509	-0.00015395248531887697
203.6489	9.631830134069123e-05
203.66269	0.00011941002559231204
203.6765	-0.00017974613075050062
203.69029	-7.610105044685204e-05
203.7041	0.00020087667856650624
203.71791	0.00032539530258112115
203.7317	0.0001089108268721979
203.74551	9.571227431066959e-05
203.75932	0.00012808100899108999
203.77312	2.5173430477822247e-05
203.78693	-7.935197671559024e-05
203.80074	-8.549967165090681e-05
203.81454	-0.00038320095775241664
203.82835	-5.03052430458905e-05
203.84215	-3.269519205043874e-05
203.85596	-8.095291501028287e-05
203.86977	-0.00020649104269078705
203.88358	-5.8387224923182525e-05
203.89738	-2.8269505692735513e-05
203.91119	-0.00013579734780411477
203.925	-1.4352503695616338e-05
203.93883	8.601746330732664e-05
203.95264	4.175897825329092e-05
203.96645	0.0004287928373955836
203.98026	8.655728002637602e-05
203.99406	5.5335605202779206e-05
204.00789	6.948596476530472e-05
204.0217	0.00018941013369077892
204.03551	0.0004060286514986501
204.04932	0.00045181645961306154
204.06314	0.00047221734277753605
204.07695	0.00020248869695405544
204.09077	0.00018629149292090166
204.10458	0.00022194777222572042
204.11841	0.000440275597041345
204.13222	0.0005069804584996473
204.14604	0.000459999513556899
204.15985	0.0005579678028716357
204.17368	0.00016282331575832426
204.1875	-1.5073925839046787e-05
204.20131	0.00018106087835409275
204.21513	0.00016503933432964087
204.22896	0.00016022489886037192
204.24277	0.00022834585023497907
204.25659	8.88458596935949e-05
204.27042	8.87441120116314e-05
204.28424	7.767712609415917e-05
204.29807	8.094926668702522e-05
204.31189	0.0001843605840560166
204.32571	-0.00011142303524280267
204.33954	-0.0003149259660624863
204.35336	1.6849443157772415e-05
204.36719	2.3750989776587494e-05
204.38101	-0.0001120169011952988
204.39484	0.00014070096450857086
204.40866	-5.64210489334735e-05
204.42249	-8.652052654763224e-06
204.43631	0.00010604365016093159
204.45013	0.0001565292825234506
204.46397	2.372734323695454e-05
204.4778	7.560150040672049e-06
204.49162	-0.00022198425545829695
204.50546	-4.387189791180787e-05
204.51929	-7.766212743187769e-05
204.53311	9.959665759540365e-05
204.54695	0.00014175222209911008
204.56078	0.0006238308475190051
204.57462	0.00020913540143716912
204.58844	0.0001763450827358641
204.60228	0.00033805768674685774
204.6161	0.0002581702172508938
204.62994	7.49558823131991e-05
204.64378	9.477722257204088e-05
204.65761	0.00025071817918942364
204.67145	0.00036941164706931544
204.68529	0.00022962546583683076
204.69911	0.0001503933432964087
204.71295	0.00014855972305172782
204.72679	-5.176876116454479e-05
204.74063	1.576291844240919e-05
204.75447	0.0001631922017765983
204.76831	-3.673956106617518e-05
204.78215	-5.2344925993087105e-05
204.79599	4.2502290336267303e-05
204.80983	0.00015799401674985745
204.82367	-0.00016523931649339382
204.83751	6.073579923952729e-05
204.85135	0.0002511951636745912
204.86519	0.0003627095421219188
204.87903	0.0002634197490494091
204.89287	0.0002741796001978202
204.90671	0.00015553883032053898
204.92056	7.440241816270441e-05
204.9344	0.00011022868230671318
204.94824	3.5455081033313243e-05
204.9621	4.177073396156559e-05
204.97594	0.00013956187691368065
204.98978	0.00023004434739604305
205.00363	0.00038803160799171963
205.01747	0.0004683649836636192
205.03133	0.0003615069466777287
205.04517	0.00026661405874611185
205.05902	0.0003266087078720006
205.07286	0.0003049444238757084
205.08672	0.00021693200336186233
205.10057	0.00019020330619160994
205.11441	0.00015165404166655406
205.12827	0.0001326362783859818
205.14212	0.00014272105460864302
205.15598	-2.29114700580759e-05
205.16982	-1.4838676550469823e-05
205.18367	0.00017470468850075535
205.19753	-4.8299340869598115e-06
205.21138	5.5732326576278337e-05
205.22523	-2.9415214318722927e-05
205.23909	-1.9816070458580723e-05
205.25294	6.0090991884507596e-05
205.2668	0.00022602984058178594
205.28065	0.00036092861987984857
205.29451	0.0003406925868773866
205.30836	0.0005486983593355187
205.32222	0.00037640156418481595
205.33607	0.00017130904540946348
205.34993	0.0004998162326062811
205.3638	0.00024640910405288177
205.37766	0.00036850632240908245
205.39151	-4.010912540232898e-06
205.40538	-0.0002429796801906857
205.41924	9.506962892498777e-05
205.43309	5.149216421238105e-05
205.44696	-3.7943642864285075e-06
205.46082	-0.00013705804617426015
205.47469	-3.32964897725338e-05
205.48854	-0.00010095788753975998
205.50241	-2.2639872660006e-05
205.51627	-2.2046952569095186e-05
205.53014	-0.00010950644942478103
205.54399	-0.00014688689927655103
205.55786	-0.00025004526623301167
205.57173	0.00019711214945694033
205.58559	0.00028572046276953677
205.59946	0.0003468042039493775
205.61333	0.00017501006666972946
205.6272	9.167668829536826e-05
205.64107	-6.357905916499339e-05
205.65492	7.175697843165339e-05
205.66879	0.00024305805157918346
205.68266	0.0005481619206935597
205.69653	0.0002648520537357479
205.7104	0.000188898017203871
205.72427	6.237295052062924e-05
205.73814	-7.8741220377642e-05
205.75201	-0.0003563884842703218
205.7659	-0.00036142317036588626
205.77977	-0.00013331216405023337
205.79364	-0.00023784365178240862
205.80751	-0.0003023757340561517
205.82138	2.468496053054728e-06
205.83527	-0.00027154470006729133
205.84914	-3.1381930800766416e-05
205.86301	-0.00018695089356895195
205.87689	-0.00011514743279653437
205.89076	-0.00019635140649617734
205.90463	-2.3332648709709674e-06
205.91852	0.00014234946612869662
205.93239	0.00040973237522058843
205.94627	0.00044184842973464533
205.96014	7.90384911615991e-05
205.97403	-4.341815459702243e-05
205.98792	0.00017029832474400931
206.00179	0.00018162839530528357
206.01567	-2.1354717011725982e-05
206.02956	-0.00019000062156618463
206.04343	0.00010041982742079761
206.05731	0.00027484440576921516
206.0712	0.0003382833422964979
206.08508	0.00030893866222742294
206.09897	3.6060162201749574e-05
206.11284	-8.663375969170318e-05
206.12672	-0.0002376058351552429
206.14061	-7.308429248202187e-05
206.1545	0.00010676074836568632
206.16838	0.0001642056249037248
206.18227	0.0001641583318244589
206.19615	-0.000214910562030954
206.21005	0.00010923593301138008
206.22394	7.278431923639243e-05
206.23782	-5.733204876321841e-05
206.25171	-5.750243897165928e-05
206.26559	3.0895893068996544e-05
206.2795	0.0001990592730918594
206.29338	0.0001243086427426743
206.30727	0.0002966046271548754
206.32117	8.767353182013497e-05
206.33505	2.082733161636935e-06
206.34894	0.00018585234289914684
206.36284	-2.7110284758386416e-05
206.37672	-1.03085940983642e-05
206.39063	-0.0001267776117265217
206.40451	-8.077725500158094e-05
206.41841	2.3858682874230135e-05
206.43231	-4.883604975772431e-05
206.4462	-0.00012812532936251633
206.4601	-1.4358989603629947e-05
206.474	0.0001511527350263355
206.48788	0.00027162307145578906
206.50179	0.00034974583347971666
206.51569	0.00012623401156113104
206.52959	2.7457686206365376e-05
206.54349	1.587074666313545e-05
206.55737	0.0001076275629470885
206.57127	8.905948928879316e-05
206.58517	-3.420681398686063e-05
206.59908	6.566630543762313e-05
206.61298	4.316128561506676e-05
206.62688	3.408452759618737e-05
206.64078	0.0001745506481854321
206.65468	0.00013403926136317573
206.66859	0.00020316566360297595
206.6825	0.00018485918823456287
206.6964	-4.973934757170307e-05
206.7103	-4.691351852402353e-05
206.7242	0.00021667526950299029
206.73811	0.0002685314553026352
206.75201	0.000250720881651096
206.76591	-0.00012498304205300608
206.77983	0.00047686017193061163
206.79373	0.000608111979201855
206.80765	0.0005462674950612513
206.82155	0.00041035394140522604
206.83546	5.534128037229112e-05
206.84937	0.0002513302867582081
206.86328	0.00027507951993470853
206.87718	0.0001275982142133269
206.8911	4.013547440363427e-05
206.90501	4.21625909040545e-05
206.91891	0.00014180627133255684
206.93283	0.00015618336742939144
206.94675	0.0003644837082098083
206.96066	0.00047289701188812895
206.97458	0.00023376563711885158
206.98848	0.0003415479159966814
207.0024	0.00016188691278885936
207.01631	0.0002612388624798329
207.03023	-8.691900452121837e-05
207.04414	-0.00017591674256079863
207.05806	-0.00014193193580032051
207.07198	0.0001629422240719071
207.08589	-0.00013855250747906266
207.09981	-0.00010840033186229336
207.11374	2.4437955533695642e-05
207.12766	-5.173335891663716e-05
207.14157	-1.875008445192726e-05
207.15549	-0.0001568008799215205
207.1694	-0.0001331450167957993
207.18333	-8.193161150491983e-05
207.19725	-4.39178397602376e-05
207.21117	4.5143541251726196e-07
207.2251	5.6148775919985515e-05
207.23901	4.993797850461985e-06
207.25294	-2.3421154329478723e-05
207.26686	-0.00044979772074382556
207.28079	-0.00023981239511070636
207.29471	5.5388573451557025e-05
207.30864	0.0003387346533957782
207.32257	0.00041293344107147203
207.33649	0.00032146727454037885
207.35042	0.00012150402801912263
207.36435	3.628595287447336e-05
207.37827	0.00012723959754940776
207.3922	-6.768153110668508e-05
207.40613	-0.000194521839944005
207.42006	-0.00030730907783900355
207.43399	3.081157626481963e-05
207.44791	-0.00019082622360708367
207.46184	-0.00017752740971751168
207.47577	0.00014819759318763462
207.4897	0.0001013066402185751
207.50363	0.00022935521966959704
207.51756	0.00010954198679577227
207.53151	-5.1949961219674995e-05
207.54544	-0.00013616623382238882
207.55937	-0.00010316971729548446
207.5733	-7.161172111676526e-05
207.58723	8.015541857077612e-05
207.60117	0.0002383003678050336
207.61511	-4.457291646961217e-06
207.62904	0.0002411460599460048
207.64297	0.00033215145676196444
207.65692	9.631762572527315e-06
207.67085	0.00013592706596438696
207.6848	0.0002049533419992271
207.69873	3.976456153910597e-05
207.71268	-3.8716006410239086e-05
207.72661	-2.0300216467179955e-06
207.74055	-0.00010735218210267732
207.75449	0.00015387141146870685
207.76843	0.0002275243018865885
207.78238	0.0002612104866322733
207.79631	0.00015401869562984923
207.81026	-2.5955658008880287e-06
207.8242	-0.00041726954082473727
207.83815	-0.0001023810038564128
207.85208	0.00010212291876670458
207.86603	0.00012394205381682175
207.87997	0.00031185056467936643
207.89392	0.00023046593141692767
207.90787	0.0001887818113519605
207.92181	0.000326523580329322
207.93576	9.838879235095248e-05
207.94971	0.00016799717863001407
207.96365	7.309037302078464e-05
207.9776	-8.36153802498696e-05
207.99155	2.564460467039426e-06
208.00551	-9.494193761096983e-05
208.01945	-0.0001410090451392173
208.0334	6.1305478160056e-05
208.04735	0.00014347774387689748
208.06131	0.00025753648998873074
208.07526	0.00013102385462918174
208.0892	0.0003949999054138415
208.10316	0.0005598473649647464
208.11711	0.0006692835503860466
208.13107	-4.667880972778104e-06
208.14502	1.728008042525937e-05
208.15898	9.578564614507354e-05
208.17293	0.0003860588109709134
208.18689	0.00026182124297022155
208.20084	0.00024449576118886694
208.2148	0.0003544778438679793
208.22876	0.0003266397861812325
208.24271	0.0003224685365899798
208.25667	-7.171846835282258e-05
208.27063	-7.96088456975459e-06
208.28459	0.0002028319095864423
208.29855	0.0003278545427029481
208.31252	0.00022178157083287166
208.32646	0.00017707744984906751
208.34042	0.00017961235889771995
208.35439	0.000116306113238549
208.36835	-1.8593341674931698e-05
208.38231	0.0001374553080400937
208.39629	0.00021931962824937236
208.41025	1.652974194193491e-05
208.42421	-9.816165044739254e-06
208.43817	0.00029400891271859537
208.45213	0.0003933824821029476
208.46609	0.00029063624055151836
208.48007	0.00016694997473198336
208.49403	8.651485137812034e-05
208.508	0.0003532184967286701
208.52197	0.0003401250699261958
208.53593	0.00035368467136714834
208.5499	0.0004285036739966435
208.56387	0.00024032045790510576
208.57784	0.00014550999505449515
208.59181	0.00013020554923479796
208.60577	4.231987417338454e-05
208.61975	-7.162861150221738e-05
208.63373	-0.00020553166879710728
208.64769	0.00010638389008547886
208.66167	9.885739920493576e-06
208.67564	5.0722097758848535e-05
208.68961	-0.00010441055257233814
208.70358	-9.773141854915642e-05
208.71756	-4.609561849889064e-05
208.73154	-8.759624141630611e-05
208.74551	-9.419835528182621e-05
208.75949	2.0411557888080254e-05
208.77347	0.0001757410825520967
208.78745	0.00021746168584964044
208.80142	0.00018515916148019232
208.8154	0.0001322741485218886
208.82938	0.00011432453321730764
208.84335	0.0003158150759526853
208.85733	0.00030821170003756423
208.87131	0.0002235489807665803
208.88528	8.273181040609891e-05
208.89928	-0.00016747154983474448
208.91325	-4.800747500898569e-05
208.92723	0.00024306751019503666
208.94121	0.00021337151010855787
208.9552	-4.8333256763585945e-05
208.96918	1.5901554726200096e-06
208.98317	0.00014643288571559835
208.99715	-0.00012163604327181629
209.01114	2.3084157358938256e-05
209.02512	0.00028014528433950483
209.03911	0.00029540608540319375
209.05309	0.0002777860352995544
209.06708	0.00017847732499533828
209.08107	7.639115970737746e-05
209.09505	4.392540665292014e-05
209.10904	0.00033255952847448744
209.12303	0.0003114289806584818
209.13702	0.0002311550591433737
209.151	0.00019816475827831573
209.16499	0.0001626408995954415
209.17899	0.0002108311961365608
209.19298	0.00030323917056046355
209.20697	0.0003144111471139061
209.22096	0.00016063161934205868
209.23495	5.2221693740828523e-05
209.24895	1.997186737399097e-05
209.26294	-5.9510367994205926e-05
209.27693	-0.00011121535106328356
209.29092	8.311515459431996e-05
209.30493	-9.357165442001119e-05
209.31892	1.589182586417968e-05
209.33292	0.00031191947745201105
209.34691	0.0003264479114024965
209.36092	0.0003492337169928088
209.37491	0.0003516132344953017
209.3889	-1.0555599095215832e-05
209.40291	-7.503128099385731e-05
209.4169	0.0001888074847378477
209.43091	2.297457253812498e-05
209.4449	-0.0002257514870295352
209.45891	-0.00013400818305394382
209.4729	-0.00017865568746571253
209.48691	9.391878562182292e-05
209.5009	-4.5361224539432974e-05
209.51491	-0.00010399626519796884
209.52892	7.857204627695367e-05
209.54292	0.0002102055762594147
209.55692	0.00020848951309748048
209.57092	0.00022070734231811756
209.58493	0.00011597154848351363
209.59894	0.00010088708304394473
209.61295	0.0001475814319263417
209.62695	9.490910270165094e-05
209.64096	0.0002683571465247694
209.65497	0.0002949561255347496
209.66898	0.00010294879105377089
209.68298	0.0001764748008961363
209.69699	0.0002620590595973873
209.711	3.727951290830818e-05
209.72501	8.450476038623582e-05
209.73901	0.0002679652895822805
209.75302	0.00036886304734983096
209.76704	0.0002878662173373726
209.78105	0.0004934695013687968
209.79506	0.00041006342677544973
209.80908	0.0003096845416489881
209.82309	0.0002842151916180449
209.8371	0.00023798282855853396
209.85112	9.65559828447733e-06
209.86513	7.953412263230577e-05
209.87915	1.7791656419832826e-05
209.89316	2.8513943350998425e-05
209.90718	-0.00012057289484991878
209.9212	-0.0001804014777060424
209.93521	-6.608005231965797e-05
209.94923	5.930592676869361e-05
209.96326	6.762329305764621e-05
209.97726	-5.434731496920545e-05
209.99129	-0.0001499487883513092
210.00531	-0.00012488764515597258
210.01933	-6.254698905232776e-05
210.03336	3.816821742925631e-05
210.04738	0.00016760261922585284
210.0614	-7.047425499887848e-06
210.07542	2.6429129293873792e-05
210.08945	0.00024147170657752147
210.10347	0.0002118486729561958
210.11749	0.00023832468996008463
210.13152	0.00010023930298108548
210.14554	0.00032781130331619075
210.15956	0.00033031108036310274
210.17358	0.00035940578272748643
210.18762	0.00018361470463445153
210.20164	0.0002660938348741869
210.21567	0.0002775941605208184
210.22971	0.000352896903789662
210.24373	0.00024507408798674714
210.25775	0.0003733126504933344
210.27179	0.0003245305148459732
210.28581	0.00030009080271219054
210.29985	0.000411322773914759
210.31387	0.00026520472498398794
210.32791	0.00014440874192301768
210.34195	0.0002361870427772658
210.35597	0.0007108095764431822
210.37001	0.0008607421500244572
210.38405	0.0006428750949239663
210.39807	0.0003555912580769823
210.41211	0.00036176232930576463
210.42615	0.0004347571703064322
210.44019	0.0002501249888523456
210.45422	0.00016572170590190604
210.46826	-4.0780822250988427e-05
210.48228	-0.00015189050706288358
210.49632	-4.0930943996886766e-05
210.51036	4.820380884948099e-05
210.5244	9.623938945985899e-05
210.53845	-0.00014129685730732125
210.55249	8.783108533563223e-05
210.56653	-0.00017934886888466703
210.58057	1.9976866928084794e-05
210.5946	0.00021269184099796505
210.60864	-0.00011812649142103543
210.6227	8.225806887493819e-06
210.63673	-4.828299097648047e-05
210.65077	0.0001340256139317304
210.66483	-4.624776709104323e-07
210.67886	8.124532136322977e-05
210.69292	0.0003335743028324501
210.70695	0.0002740066426507906
210.72099	0.00022280985749919603
210.73505	0.0003797228895801185
210.7491	0.0003590531114792465
210.76314	0.0004106376998808214
210.77719	0.0001801879832339278
210.79124	-0.0001647231463139774
210.80528	-0.00013600543735288475
210.81934	-0.0001111981904316642
210.83339	0.0002481278696764883
210.84744	0.0001515824264322371
210.86148	6.122575554072205e-05
210.87553	-8.052241286587953e-05
210.88959	0.00015333362159591172
210.90364	0.0002878378414898131
210.91769	0.00023834495842262716
210.93175	6.352176697753985e-05
210.9458	-3.661308585990979e-05
210.95985	3.403331594749658e-05
210.97391	-5.2336007869568395e-05
210.98796	2.274878186540119e-05
211.00203	0.00010613566898087467
211.01608	0.00023577086367972586
211.03014	0.00023468717654911858
211.04419	0.00035026200365913306
211.05826	0.0004892820370075102
211.07231	0.0005104896049811774
211.08636	0.0004126537362883851
211.10043	0.00038885991249429104
211.11449	0.0004576632354411634
211.12856	0.0003906597519680677
211.14261	0.0005359413890112504
211.15668	0.0007460915648063822
211.17073	0.0008434247756281197
211.1848	0.0011651244618723195
211.19885	0.0012719162885472376
211.21292	0.0013247345507022346
211.22699	0.0011226836525390978
211.24106	0.0007450511170625321
211.25511	0.0004945410274218786
211.26918	0.0005880813332864907
211.28325	0.0006936827255947443
211.29732	0.0007067261568562804
211.31139	0.000695860909702648
211.32545	0.0005582812884256269
211.33952	0.00032467104285293475
211.35359	0.0003098196647326049
211.36766	0.0006013639324060286
211.38173	0.0007621631043717723
211.3958	0.0006915464296427616
211.40987	0.0006223053079049707
211.42393	0.0006050784659746563
211.43802	0.0006954406769125997
211.45209	0.00020969751346501528
211.46616	0.00030168525509886954
211.48022	0.0003007610132069302
211.49431	0.0004178235454675664
211.50838	0.00039866714590320327
211.52245	0.0003178675955928255
211.53653	0.0003261682066194096
211.5506	0.000491419684190329
211.56468	0.0005545694573186716
211.57875	0.000529064975285988
211.59283	0.0003359227420257112
211.60692	0.0002857758632338197
211.62099	0.0003585801806865874
211.63507	0.00033901435817886515
211.64915	0.00029141049582064304
211.66322	0.0003443463150583867
211.67731	0.0005036172449484235
211.69139	0.0005071236889682812
211.70547	0.0007845989411755167
211.71956	0.0005998073144827624
211.73364	0.000538958687468415
211.74773	0.0005643510173416965
211.76181	0.00022722838233346754
211.77589	0.000344773304002616
211.78998	0.0003706520769769183
211.80406	0.00035984087905673273
211.81815	0.00040937970397234843
211.83223	0.0003433896436263793
211.84631	0.00029343328838238753
211.86041	-5.105882448322177e-05
211.8745	1.5859666570278867e-05
211.88858	0.00032141322530693207
211.90266	0.00026693565168512
211.91676	0.00021127845354333263
211.93085	0.00044777087448957256
211.94495	0.00019474614426280898
211.95903	0.00019068974929263064
211.97313	0.0003683536333245954
211.98721	0.0004916791205108734
212.00131	0.0004065758999872984
