PC1 PC2
-0.7389382551414344 -1.102967154000223
-0.7449740342033137 -1.0968370494921735
-0.7465197888978081 -1.095196969351508
-0.7445090423722589 -1.0971134581447748
-0.7401690205845249 -1.1013591544863386
-0.7382923757304932 -1.1031414738941994
-0.7401978615812977 -1.1011417303111126
-0.7359660851924509 -1.1052791812537888
-0.7331958842159472 -1.1079550567841223
-0.7307273779459974 -1.110329237607901
-0.7379390707384447 -1.103023219369283
-0.7331337682838998 -1.107734264091546
-0.7333721076955722 -1.1074015992337027
-0.7403176876671075 -1.1003616938159966
-0.7392638586890721 -1.1013211973478618
-0.7419656736635122 -1.0985250569272509
-0.739346331643705 -1.1010500735008877
-0.7358321532302079 -1.1044697910404375
-0.7339770153140661 -1.106230603510409
-0.7346382297429755 -1.1054750636353288
-0.7352685616711064 -1.1047504062610274
-0.7384795724006824 -1.101445070085281
-0.741827469622436 -1.0980027797034684
-0.73656869322951 -1.1031671629363358
-0.7417942023225523 -1.0978473283971226
-0.743700765343822 -1.0958464399296826
-0.736729604550568 -1.1027231398489896
-0.7393937797729321 -1.099964639180455
-0.740828422029717 -1.098435536049723
-0.7372349468421502 -1.1019346857911194
-0.7355028766989744 -1.1035722950603484
-0.7362432975192525 -1.1027375487938997
-0.7339350194700659 -1.104951433683028
-0.7394958338174037 -1.0992962261756307
-0.7410298352013432 -1.0976678316316328
-0.7417057878795409 -1.0968974180794884
-0.7393574060091068 -1.0991514745037516
-0.7359479429442252 -1.1024664766946866
-0.7269984257451618 -1.1113216007336908
-0.7337112981460606 -1.104514267458845
-0.7380544748141475 -1.100076765344588
-0.7384756628156229 -1.0995611164691652
-0.7424625313361282 -1.0954798547886018
-0.7406681160204244 -1.0971798092303586
-0.7397260008694552 -1.0980274635073808
-0.7426358777107777 -1.0950231935059995
-0.7376909947822972 -1.0998736155605335
-0.7391381339217943 -1.0983320155470893
-0.7370534552152025 -1.1003223010936223
-0.7336420279814988 -1.103639267453379
-0.735444927090068 -1.1017419074708632
-0.7333043719933031 -1.103787933979793
-0.73226819567037 -1.1047297171426673
-0.7365643020733647 -1.1003391498657256
-0.7382811655980673 -1.0985278254670763
-0.7406825418951929 -1.0960319205821158
-0.7379193077778226 -1.0987006938255397
-0.743539212538542 -1.092986395904761
-0.7470309331497441 -1.0894001467057237
-0.7493331050592489 -1.0870035139222722
-0.7348172893611398 -1.1014248010325463
-0.7352412430376336 -1.1009063864821058
-0.7368793551080662 -1.0991737458238378
-0.7430637787801618 -1.0928948612777956
-0.7403493524990288 -1.0955147589710936
-0.7399301744526402 -1.0958394761435355
-0.7422440319588122 -1.0934310900495288
-0.7415991335478166 -1.0939814598726891
-0.7414623537214917 -1.0940237788250673
-0.7329525880090666 -1.1024390159496573
-0.7342740868566004 -1.1010229885142884
-0.7387521729603118 -1.096450373822742
-0.741388924620313 -1.0937190935749057
-0.7390644264002962 -1.0959489954931991
-0.7380575110002782 -1.0968615177331584
-0.738064666743427 -1.096759833402175
-0.7366582948864983 -1.0980716089573805
-0.7337149766530887 -1.1009203986029552
-0.7370178022987449 -1.097523044369464
-0.7387279532044022 -1.095718229448195
-0.7343271468631392 -1.100024507201623
-0.7337142823022139 -1.100542843174713
-0.7401896078433507 -1.0939729890457415
-0.7422757192349134 -1.0917923490663437
-0.740022673918353 -1.0939508657950692
-0.7373200154111373 -1.0965588602866736
-0.7355459505455504 -1.0982383965644258
-0.7412243103915261 -1.0924654404167264
-0.7408959194052853 -1.0926992351012443
-0.7411397558959943 -1.0923608700227
-0.7426986900864941 -1.0907073395304776
-0.7386114293971794 -1.094700003918069
-0.7365287174292664 -1.0966881195842586
-0.7361528597550451 -1.0969693809567571
-0.7342188446536481 -1.098808867470319
-0.7317252391523607 -1.1012078089559951
-0.7288032441087582 -1.1040351399839863
-0.7354522580442093 -1.0972915974607003
-0.7333332805422227 -1.099315910947076
-0.7341626671420008 -1.0983919280455745
-0.7307849439466225 -1.1016750549392296
-0.730881035051208 -1.1014843675329211
-0.7319422328165605 -1.1003285057519572
-0.7310039554556514 -1.1011721190972552
-0.73081492153661 -1.1012665567145736
-0.7332280627067976 -1.0987587515287742
-0.7365153822890315 -1.0953767679309294
-0.7373637182260319 -1.0944337679783174
-0.7366229417137071 -1.095079948188919
-0.7354402615296156 -1.0961679643573996
-0.7350075828638227 -1.096505979007581
-0.7392859321400281 -1.0921330334296528
-0.7390753690295723 -1.0922489325244973
-0.7372104774042714 -1.0940191601341867
-0.7341400823755748 -1.0969949588611605
-0.7287212567458639 -1.102318985047484
-0.7312386420827807 -1.0997070034088436
-0.7374401778567491 -1.0934108036192638
-0.7367553249776192 -1.0940009924827827
-0.731089618241366 -1.0995719674895363
-0.7321140540533213 -1.09845286766197
-0.7351762067540546 -1.0952959832317375
-0.7293739065119637 -1.1010036194582167
-0.732433428717515 -1.0978493655231663
-0.7379047468032908 -1.0922833834217789
-0.7381850034857831 -1.0919083950097874
-0.7377594000049797 -1.0922393344749792
