199.24153	0
199.25519	0
199.26886	0
199.28252	0
199.29617	0
199.30984	0
199.3235	0
199.33717	0
199.35083	0
199.36449	0
199.37816	0
199.39183	0
199.40549	0
199.41916	0
199.43282	0
199.44649	0
199.46016	0
199.47382	0
199.48749	0
199.50116	0
199.51483	0
199.5285	0
199.54216	0
199.55583	0
199.5695	0
199.58318	0
199.59685	0
199.61052	0
199.62419	0
199.63786	0
199.65154	0
199.66521	0
199.67889	0
199.69257	0
199.70624	0
199.71991	0
199.73358	0
199.74727	0
199.76094	0
199.77461	0
199.7883	0
199.80197	0
199.81564	0
199.82933	0
199.843	0
199.85669	0
199.87036	0
199.88405	0
199.89774	0
199.91141	0
199.92509	0
199.93877	0
199.95245	0
199.96614	0
199.97983	0
199.9935	0
200.00719	0
200.02087	0
200.03456	0
200.04825	0
200.06194	0
200.07562	0
200.08931	0
200.103	0
200.11668	0
200.13037	0
200.14406	0
200.15775	0
200.17143	0
200.18512	0
200.19881	0
200.21251	0
200.2262	0
200.23988	0
200.25357	0
200.26727	0
200.28096	0
200.29466	0
200.30835	0
200.32204	0
200.33574	81.5007
200.34943	-12.4962
200.36313	-85.406
200.37683	-41.4351
200.39052	-38.5229
200.40422	147.205
200.41791	9.02678
200.43161	-109.054
200.44531	28.2315
200.45901	-263.087
200.4727	5.01047
200.4864	-200.488
200.50011	-17.4859
200.51381	-130.449
200.52751	-20.6536
200.54121	-102.431
200.5549	-107.828
200.5686	-110.38
200.58231	-118.442
200.59601	-150.548
200.60971	-134.431
200.62343	-107.839
200.63713	-12.1705
200.65083	-21.1769
200.66454	-84.724
200.67824	-62.5474
200.69194	-101.747
200.70566	-161.755
200.71936	-180.918
200.73306	-208.64
200.74677	-212.763
200.76048	-117.26
200.77419	-24.2321
200.7879	-18.4804
200.80161	-54.1529
200.81532	172.89
200.82903	69.4575
200.84274	104.5
200.85645	130.023
200.87016	94.8196
200.88387	267.828
200.89758	108.727
200.9113	114.35
200.925	171.375
200.93872	95.4623
200.95244	-5.55218
200.96616	-10.4062
200.97986	-4.22461
200.99358	-0.456643
201.00729	-178.164
201.02101	4.43179
201.03473	64.808
201.04845	-23.92
201.06216	189.156
201.07588	173.849
201.0896	100.855
201.10332	61.2666
201.11703	4.32674
201.13075	23.5211
201.14447	66.8467
201.1582	65.072
201.17192	10.5953
201.18564	22.2808
201.19936	43.4957
201.21309	157.084
201.22681	-59.562
201.24052	-45.1253
201.25426	-19.2094
201.26797	-130.318
201.28171	-61.6481
201.29543	-104.763
201.30916	-244.954
201.32288	-215.858
201.33661	-108.038
201.35033	-39.0912
201.36406	-39.441
201.37778	37.6225
201.39151	33.1368
201.40524	30.8771
201.41898	78.9744
201.43269	25.7281
201.44643	87.8302
201.46016	299.383
201.47389	130.818
201.48763	43.7005
201.50136	-4.78947
201.51508	-96.5111
201.52881	-17.4988
201.54254	140.468
201.55627	-88.8845
201.57001	-156.312
201.58376	-183.757
201.59749	-143.569
201.61122	-71.7558
201.62495	-144.767
201.63869	-108.71
201.65242	-107.186
201.66617	-34.432
201.6799	-59.5358
201.69363	-26.833
201.70737	-114.508
201.72112	-80.3674
201.73485	61.1865
201.7486	65.2224
201.76233	-4.61372
201.77608	-44.1286
201.78981	-79.7901
201.80356	-116.636
201.81729	-133.048
201.83104	37.226
201.84477	26.1355
201.85852	65.8407
201.87227	-107.508
201.886	-46.2575
201.89975	-209.898
201.9135	-155.942
201.92725	-20.9738
201.94099	-69.5783
201.95473	-53.1432
201.96848	10.1149
201.98222	6.34604
201.99597	9.41142
202.00972	-31.6672
202.02347	-156.343
202.03722	-186.25
202.05096	-155.007
202.06471	-14.3185
202.07846	-120.457
202.09222	-118.981
202.10597	-34.7533
202.11972	-111.147
202.13347	-170.706
202.14722	-111.637
202.16098	-99.8244
202.17473	-183.692
202.18848	-92.059
202.20224	170.789
202.21599	-63.8894
202.22975	-37.2369
202.2435	13.3764
202.25726	163.451
202.27101	105.237
202.28477	-11.0717
202.29852	73.9617
202.31229	126.151
202.32603	48.278
202.3398	15.0658
202.35356	-12.6061
202.36732	-104.683
202.38107	-126.174
202.39484	-94.4416
202.4086	-123.156
202.42236	-70.3461
202.43613	-156.084
202.44989	-117.315
202.46364	-27.3886
202.4774	-167.258
202.49117	-38.6504
202.50493	26.8237
202.51869	-54.9021
202.53247	-73.734
202.54623	12.0508
202.56	90.0176
202.57376	-19.8135
202.58752	-56.4149
202.60129	100.053
202.61507	67.1829
202.62883	139.902
202.64259	194.087
202.65637	112.215
202.67014	324.266
202.6839	47.7468
202.69768	11.4197
202.71144	-73.4335
202.72522	-14.4742
202.73898	-112.071
202.75276	-49.4654
202.76653	8.84881
202.7803	163.39
202.79408	86.7483
202.80785	-28.3397
202.82162	22.7792
202.8354	-51.722
202.84917	5.88493
202.86295	24.8335
202.87672	-146.777
202.8905	-126.395
202.90428	-38.3312
202.91806	-23.9992
202.93184	35.095
202.94562	77.5322
202.9594	76.1989
202.97318	69.5841
202.98695	173.864
203.00073	106.057
203.01451	110.66
203.02829	-30.0479
203.04207	-90.0735
203.05585	104.549
203.06964	181.067
203.08342	82.6898
203.0972	-88.7347
203.11098	160.677
203.12477	34.6599
203.13855	-58.2842
203.15233	184.602
203.16612	165.346
203.1799	53.1523
203.1937	-55.9648
203.20747	2.001
203.22127	214.168
203.23506	68.9229
203.24884	102.456
203.26263	324.59
203.27641	220.268
203.29021	45.5986
203.304	43.3909
203.31779	33.255
203.33157	97.0082
203.34537	60.7133
203.35916	125.868
203.37296	120.773
203.38675	20.5717
203.40054	19.6089
203.41434	-30.0603
203.42813	84.7735
203.44193	29.8811
203.45572	78.6508
203.46951	39.6602
203.48331	-37.6826
203.4971	-26.4616
203.51089	-67.7213
203.5247	-29.432
203.5385	2.14927
203.55229	61.3038
203.56609	87.0686
203.5799	34.8045
203.59369	121.94
203.60748	47.8641
203.62129	-87.1831
203.63509	-184.894
203.6489	35.085
203.66269	92.4544
203.6765	-164.106
203.69029	-132.946
203.7041	-103.402
203.71791	-65.8219
203.7317	-77.5975
203.74551	-172.137
203.75932	-119.042
203.77312	-22.2872
203.78693	-29.8085
203.80074	-33.0671
203.81454	-69.2422
203.82835	13.4963
203.84215	59.9681
203.85596	64.5408
203.86977	50.5102
203.88358	-18.5769
203.89738	72.9662
203.91119	181.891
203.925	108.318
203.93883	103.565
203.95264	-6.49398
203.96645	23.7249
203.98026	75.6309
203.99406	-66.0415
204.00789	35.9131
204.0217	111.408
204.03551	-3.50723
204.04932	-44.1395
204.06314	55.5036
204.07695	92.2506
204.09077	-56.4854
204.10458	-32.7834
204.11841	102.111
204.13222	144.718
204.14604	241.581
204.15985	138.041
204.17368	-10.451
204.1875	7.5294
204.20131	31.1374
204.21513	167.771
204.22896	44.5862
204.24277	88.0798
204.25659	55.7815
204.27042	116.443
204.28424	49.5315
204.29807	-156.766
204.31189	-13.9882
204.32571	-72.9598
204.33954	38.793
204.35336	66.2265
204.36719	49.6556
204.38101	53.27
204.39484	48.9137
204.40866	76.4077
204.42249	126.769
204.43631	106.485
204.45013	178.692
204.46397	72.9824
204.4778	-28.4634
204.49162	-93.5448
204.50546	3.58432
